nohup: ignoring input
2024-12-30 00:31:08.597449: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2024-12-30 00:31:08.765497: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory
2024-12-30 00:31:08.765559: I tensorflow/compiler/xla/stream_executor/cuda/cudart_stub.cc:29] Ignore above cudart dlerror if you do not have a GPU set up on your machine.
2024-12-30 00:31:09.432784: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory
2024-12-30 00:31:09.432911: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory
2024-12-30 00:31:09.432928: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
sp------------------------------------------------
name:3pro,index:0
name:4pro,index:1
name:Dji,index:2
name:dao,index:3
name:ha,index:4
Class: 3pro, Images in 'a': 6400, Images in 'b': 6400
Class: 4pro, Images in 'a': 8000, Images in 'b': 7840
Class: Dji, Images in 'a': 6400, Images in 'b': 6400
Class: dao, Images in 'a': 1600, Images in 'b': 640
Class: ha, Images in 'a': 1600, Images in 'b': 1600
Train: [1][10/1430]	BT 0.112 (0.663)	DT 0.000 (0.173)	loss 9.811 (9.811)
Train: [1][250/1430]	BT 0.113 (0.135)	DT 0.000 (0.007)	loss 9.811 (9.812)
Train: [1][260/1430]	BT 0.111 (0.134)	DT 0.000 (0.007)	loss 9.811 (9.812)
Train: [1][270/1430]	BT 0.109 (0.133)	DT 0.000 (0.007)	loss 9.811 (9.812)
Train: [1][280/1430]	BT 0.111 (0.132)	DT 0.000 (0.006)	loss 9.811 (9.812)
Train: [1][290/1430]	BT 0.113 (0.132)	DT 0.000 (0.006)	loss 9.811 (9.812)
Train: [1][300/1430]	BT 0.113 (0.131)	DT 0.000 (0.006)	loss 9.811 (9.812)
Train: [1][310/1430]	BT 0.111 (0.131)	DT 0.000 (0.006)	loss 9.811 (9.812)
Train: [1][320/1430]	BT 0.112 (0.130)	DT 0.000 (0.006)	loss 9.811 (9.812)
Train: [1][330/1430]	BT 0.114 (0.129)	DT 0.000 (0.005)	loss 9.811 (9.812)
Train: [1][340/1430]	BT 0.110 (0.129)	DT 0.000 (0.005)	loss 9.811 (9.812)
Train: [1][350/1430]	BT 0.110 (0.128)	DT 0.000 (0.005)	loss 9.811 (9.812)
Train: [1][360/1430]	BT 0.110 (0.128)	DT 0.000 (0.005)	loss 9.811 (9.812)
Train: [1][370/1430]	BT 0.119 (0.128)	DT 0.000 (0.005)	loss 9.811 (9.812)
Train: [1][380/1430]	BT 0.114 (0.127)	DT 0.000 (0.005)	loss 9.811 (9.812)
Train: [1][390/1430]	BT 0.110 (0.127)	DT 0.000 (0.005)	loss 9.811 (9.812)
Train: [1][400/1430]	BT 0.118 (0.127)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][410/1430]	BT 0.113 (0.126)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][420/1430]	BT 0.112 (0.126)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][430/1430]	BT 0.111 (0.126)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][440/1430]	BT 0.109 (0.125)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][450/1430]	BT 0.112 (0.125)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][460/1430]	BT 0.113 (0.125)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][470/1430]	BT 0.118 (0.124)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][480/1430]	BT 0.116 (0.124)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][490/1430]	BT 0.112 (0.124)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][500/1430]	BT 0.109 (0.124)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][510/1430]	BT 0.110 (0.123)	DT 0.000 (0.004)	loss 9.811 (9.812)
Train: [1][520/1430]	BT 0.110 (0.123)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][530/1430]	BT 0.109 (0.123)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][540/1430]	BT 0.111 (0.123)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][550/1430]	BT 0.110 (0.123)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][560/1430]	BT 0.117 (0.123)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][570/1430]	BT 0.119 (0.122)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][580/1430]	BT 0.110 (0.122)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][590/1430]	BT 0.110 (0.122)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][600/1430]	BT 0.110 (0.122)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][610/1430]	BT 0.111 (0.122)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][620/1430]	BT 0.114 (0.122)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][630/1430]	BT 0.116 (0.121)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][640/1430]	BT 0.117 (0.121)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][650/1430]	BT 0.114 (0.121)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][660/1430]	BT 0.110 (0.121)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][670/1430]	BT 0.110 (0.121)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][680/1430]	BT 0.111 (0.121)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][690/1430]	BT 0.118 (0.121)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][700/1430]	BT 0.112 (0.121)	DT 0.000 (0.003)	loss 9.811 (9.812)
Train: [1][710/1430]	BT 0.110 (0.120)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [1][720/1430]	BT 0.111 (0.120)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [1][730/1430]	BT 0.112 (0.120)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [1][740/1430]	BT 0.110 (0.120)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][750/1430]	BT 0.109 (0.120)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][760/1430]	BT 0.111 (0.120)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][770/1430]	BT 0.111 (0.120)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][780/1430]	BT 0.111 (0.120)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][790/1430]	BT 0.114 (0.120)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][800/1430]	BT 0.111 (0.120)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][810/1430]	BT 0.112 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][820/1430]	BT 0.110 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][830/1430]	BT 0.110 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][840/1430]	BT 0.110 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][850/1430]	BT 0.113 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][860/1430]	BT 0.111 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][870/1430]	BT 0.118 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][880/1430]	BT 0.111 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][890/1430]	BT 0.113 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][900/1430]	BT 0.110 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][910/1430]	BT 0.111 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][920/1430]	BT 0.111 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][930/1430]	BT 0.112 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][940/1430]	BT 0.114 (0.119)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][950/1430]	BT 0.110 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][960/1430]	BT 0.109 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][970/1430]	BT 0.113 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][980/1430]	BT 0.109 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][990/1430]	BT 0.111 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1000/1430]	BT 0.109 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1010/1430]	BT 0.113 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1020/1430]	BT 0.112 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1030/1430]	BT 0.110 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1040/1430]	BT 0.111 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1050/1430]	BT 0.112 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1060/1430]	BT 0.120 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1070/1430]	BT 0.110 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1080/1430]	BT 0.110 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1090/1430]	BT 0.118 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1100/1430]	BT 0.119 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1110/1430]	BT 0.110 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1120/1430]	BT 0.111 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1130/1430]	BT 0.112 (0.118)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1140/1430]	BT 0.116 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1150/1430]	BT 0.110 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1160/1430]	BT 0.112 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1170/1430]	BT 0.112 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1180/1430]	BT 0.114 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1190/1430]	BT 0.111 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1200/1430]	BT 0.111 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1210/1430]	BT 0.112 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1220/1430]	BT 0.116 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1230/1430]	BT 0.110 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1240/1430]	BT 0.111 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1250/1430]	BT 0.115 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1260/1430]	BT 0.112 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1270/1430]	BT 0.111 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1280/1430]	BT 0.111 (0.117)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [1][1290/1430]	BT 0.112 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1300/1430]	BT 0.110 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1310/1430]	BT 0.111 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1320/1430]	BT 0.111 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1330/1430]	BT 0.113 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1340/1430]	BT 0.113 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1350/1430]	BT 0.111 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1360/1430]	BT 0.118 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1370/1430]	BT 0.113 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1380/1430]	BT 0.110 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1390/1430]	BT 0.110 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1400/1430]	BT 0.110 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1410/1430]	BT 0.112 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1420/1430]	BT 0.111 (0.117)	DT 0.000 (0.001)	loss 9.811 (9.811)
Train: [1][1430/1430]	BT 0.111 (0.116)	DT 0.000 (0.001)	loss 9.811 (9.811)
epoch 1, total time 166.66
Train: [2][10/1430]	BT 0.111 (0.263)	DT 0.000 (0.149)	loss 9.811 (9.811)
Train: [2][20/1430]	BT 0.111 (0.187)	DT 0.000 (0.075)	loss 9.811 (9.811)
Train: [2][30/1430]	BT 0.105 (0.162)	DT 0.000 (0.050)	loss 9.811 (9.811)
Train: [2][40/1430]	BT 0.113 (0.150)	DT 0.000 (0.037)	loss 9.811 (9.811)
Train: [2][50/1430]	BT 0.114 (0.143)	DT 0.000 (0.030)	loss 9.811 (9.811)
Train: [2][60/1430]	BT 0.111 (0.138)	DT 0.000 (0.025)	loss 9.811 (9.811)
Train: [2][70/1430]	BT 0.118 (0.134)	DT 0.000 (0.021)	loss 9.811 (9.811)
Train: [2][80/1430]	BT 0.111 (0.131)	DT 0.000 (0.019)	loss 9.811 (9.811)
Train: [2][90/1430]	BT 0.120 (0.130)	DT 0.000 (0.017)	loss 9.811 (9.811)
Train: [2][100/1430]	BT 0.111 (0.128)	DT 0.000 (0.015)	loss 9.811 (9.811)
Train: [2][110/1430]	BT 0.110 (0.127)	DT 0.000 (0.014)	loss 9.811 (9.811)
Train: [2][120/1430]	BT 0.111 (0.125)	DT 0.000 (0.013)	loss 9.811 (9.811)
Train: [2][130/1430]	BT 0.112 (0.124)	DT 0.000 (0.012)	loss 9.811 (9.811)
Train: [2][140/1430]	BT 0.110 (0.123)	DT 0.000 (0.011)	loss 9.811 (9.811)
Train: [2][150/1430]	BT 0.111 (0.123)	DT 0.000 (0.010)	loss 9.811 (9.811)
Train: [2][160/1430]	BT 0.115 (0.122)	DT 0.000 (0.009)	loss 9.811 (9.811)
Train: [2][170/1430]	BT 0.118 (0.122)	DT 0.000 (0.009)	loss 9.811 (9.811)
Train: [2][180/1430]	BT 0.110 (0.121)	DT 0.000 (0.008)	loss 9.811 (9.811)
Train: [2][190/1430]	BT 0.111 (0.121)	DT 0.000 (0.008)	loss 9.811 (9.811)
Train: [2][200/1430]	BT 0.120 (0.120)	DT 0.000 (0.008)	loss 9.811 (9.811)
Train: [2][210/1430]	BT 0.112 (0.120)	DT 0.000 (0.007)	loss 9.811 (9.811)
Train: [2][220/1430]	BT 0.112 (0.119)	DT 0.000 (0.007)	loss 9.811 (9.811)
Train: [2][230/1430]	BT 0.110 (0.119)	DT 0.000 (0.007)	loss 9.811 (9.811)
Train: [2][240/1430]	BT 0.112 (0.119)	DT 0.000 (0.006)	loss 9.811 (9.811)
Train: [2][250/1430]	BT 0.118 (0.119)	DT 0.000 (0.006)	loss 9.811 (9.811)
Train: [2][260/1430]	BT 0.111 (0.118)	DT 0.000 (0.006)	loss 9.811 (9.811)
Train: [2][270/1430]	BT 0.110 (0.118)	DT 0.000 (0.006)	loss 9.811 (9.811)
Train: [2][280/1430]	BT 0.110 (0.118)	DT 0.000 (0.005)	loss 9.811 (9.811)
Train: [2][290/1430]	BT 0.111 (0.118)	DT 0.000 (0.005)	loss 9.811 (9.811)
Train: [2][300/1430]	BT 0.118 (0.117)	DT 0.000 (0.005)	loss 9.811 (9.811)
Train: [2][310/1430]	BT 0.117 (0.117)	DT 0.000 (0.005)	loss 9.811 (9.811)
Train: [2][320/1430]	BT 0.123 (0.117)	DT 0.000 (0.005)	loss 9.811 (9.811)
Train: [2][330/1430]	BT 0.109 (0.117)	DT 0.000 (0.005)	loss 9.811 (9.811)
Train: [2][340/1430]	BT 0.117 (0.117)	DT 0.000 (0.005)	loss 9.811 (9.811)
Train: [2][350/1430]	BT 0.117 (0.117)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][360/1430]	BT 0.111 (0.117)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][370/1430]	BT 0.111 (0.116)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][380/1430]	BT 0.109 (0.116)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][390/1430]	BT 0.110 (0.116)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][400/1430]	BT 0.112 (0.116)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][410/1430]	BT 0.109 (0.116)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][420/1430]	BT 0.111 (0.116)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][430/1430]	BT 0.109 (0.116)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][440/1430]	BT 0.111 (0.116)	DT 0.000 (0.004)	loss 9.811 (9.811)
Train: [2][450/1430]	BT 0.111 (0.116)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][460/1430]	BT 0.110 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][470/1430]	BT 0.110 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][480/1430]	BT 0.112 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][490/1430]	BT 0.112 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][500/1430]	BT 0.119 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][510/1430]	BT 0.110 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][520/1430]	BT 0.111 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][530/1430]	BT 0.120 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][540/1430]	BT 0.110 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][550/1430]	BT 0.109 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][560/1430]	BT 0.113 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][570/1430]	BT 0.118 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][580/1430]	BT 0.117 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][590/1430]	BT 0.110 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][600/1430]	BT 0.110 (0.115)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][610/1430]	BT 0.114 (0.114)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][620/1430]	BT 0.110 (0.114)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][630/1430]	BT 0.110 (0.114)	DT 0.000 (0.003)	loss 9.811 (9.811)
Train: [2][640/1430]	BT 0.113 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][650/1430]	BT 0.110 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][660/1430]	BT 0.111 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][670/1430]	BT 0.109 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][680/1430]	BT 0.117 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][690/1430]	BT 0.112 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][700/1430]	BT 0.117 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][710/1430]	BT 0.109 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][720/1430]	BT 0.119 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][730/1430]	BT 0.110 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][740/1430]	BT 0.111 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][750/1430]	BT 0.110 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][760/1430]	BT 0.111 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][770/1430]	BT 0.119 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][780/1430]	BT 0.109 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][790/1430]	BT 0.111 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][800/1430]	BT 0.119 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][810/1430]	BT 0.119 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][820/1430]	BT 0.110 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][830/1430]	BT 0.109 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][840/1430]	BT 0.111 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][850/1430]	BT 0.119 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][860/1430]	BT 0.112 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][870/1430]	BT 0.110 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][880/1430]	BT 0.117 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][890/1430]	BT 0.116 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][900/1430]	BT 0.111 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][910/1430]	BT 0.110 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][920/1430]	BT 0.111 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][930/1430]	BT 0.112 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
Train: [2][940/1430]	BT 0.111 (0.114)	DT 0.000 (0.002)	loss 9.811 (9.811)
